step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,Prediction
274,0,2271897.24,2271897.24,0.0,0.0,0.0,Fraud
7,3,3790.42,8414.4,4623.98,0.0,0.0,Not Fraud
272,1,90971.18,90971.18,0.0,0.0,0.0,Fraud
159,3,4594.65,205175.0,200580.35,0.0,0.0,Not Fraud
138,1,233477.19,195.0,0.0,570420.41,803897.6,Not Fraud
418,1,8993121.96,8993121.96,0.0,0.0,0.0,Fraud
359,1,100917.61,100917.61,0.0,0.0,0.0,Fraud
298,3,31347.79,31347.79,0.0,0.0,0.0,Fraud
49,0,26391.86,26391.86,0.0,256088.2,282480.06,Fraud
182,3,685276.77,685276.77,0.0,5709379.68,6394656.45,Fraud
54,3,39139.23,39139.23,0.0,0.0,0.0,Fraud
416,1,166906.38,166906.38,0.0,0.0,0.0,Fraud
299,3,178698.89,178698.89,0.0,112750.38,291449.28,Fraud
465,3,24916.96,24916.96,0.0,0.0,0.0,Fraud
139,3,5882.73,176272.24,170389.51,0.0,0.0,Not Fraud
156,3,1278.96,0.0,0.0,0.0,0.0,Not Fraud
184,0,103950.99,2581399.01,2685350.0,121745.2,17794.21,Not Fraud
333,4,593144.74,278.0,0.0,2245659.79,2838804.53,Not Fraud
140,1,158584.43,94665.53,0.0,960241.54,1118825.97,Not Fraud
535,0,171606.49,171606.49,0.0,0.0,0.0,Fraud
237,0,32829.55,18398913.26,18431742.81,71004.23,38174.68,Not Fraud
373,3,90.16,25407.0,25316.84,0.0,0.0,Not Fraud
433,3,1536496.45,1536496.45,0.0,0.0,0.0,Fraud
299,0,21210.26,21210.26,0.0,79112.19,100322.44,Fraud
433,0,75594.83,75594.83,0.0,0.0,0.0,Fraud
355,0,39422.57,310719.07,350141.65,2994609.55,2955186.97,Not Fraud
234,1,6030195.03,6030195.03,0.0,0.0,0.0,Fraud
33,3,21678.6,0.0,0.0,0.0,0.0,Not Fraud
252,1,2730500.95,2730500.95,0.0,7787237.88,10517738.83,Fraud
477,4,809769.31,809769.31,0.0,1513139.0,2322908.31,Fraud
240,0,60216.88,60216.88,0.0,41878.49,102095.37,Fraud
275,1,330325.3,0.0,0.0,1881631.9,2211957.2,Not Fraud
280,1,35952.36,0.0,0.0,1005297.27,1041249.63,Not Fraud
170,0,176632.46,176632.46,0.0,0.0,0.0,Fraud
424,1,10000000.0,10000000.0,0.0,0.0,10000000.0,Fraud
260,0,305918.27,7015.0,312933.27,4089567.3,3783649.04,Not Fraud
186,0,120454.66,41289.0,161743.66,11115172.03,10994717.38,Not Fraud
304,1,281413.68,0.0,0.0,1957076.87,2238490.55,Not Fraud
39,1,37540.26,0.0,0.0,81684.21,167147.07,Not Fraud
383,0,1282265.61,1282265.61,0.0,0.0,0.0,Fraud
9,3,3672.08,748344.53,744672.45,0.0,0.0,Not Fraud
323,3,27845.3,32545.0,4699.7,0.0,0.0,Not Fraud
188,1,736964.54,736964.54,0.0,0.0,736964.54,Fraud
320,0,887496.65,887496.65,0.0,0.0,0.0,Fraud
454,3,143534.74,143534.74,0.0,0.0,143534.74,Fraud
311,4,57162.68,0.0,0.0,249574.67,306737.35,Not Fraud
164,3,7480.6,0.0,0.0,0.0,0.0,Not Fraud
380,4,3579665.15,3579665.15,0.0,0.0,0.0,Fraud
39,1,189828.0,0.0,0.0,883169.59,1019903.88,Not Fraud
522,1,357977.22,0.0,0.0,826655.4,1184632.62,Not Fraud
323,0,105929.66,9610.0,115539.66,934205.51,828275.85,Not Fraud
308,4,1390267.6,14698.0,0.0,119335.49,1509603.09,Not Fraud
298,4,937976.03,0.0,0.0,3025354.06,3963330.1,Not Fraud
261,3,435249.15,435249.15,0.0,67537.41,502786.55,Fraud
442,1,1141343.82,1141343.82,0.0,0.0,0.0,Fraud
474,1,1300420.75,1300420.75,0.0,0.0,0.0,Fraud
513,3,1095062.99,1095062.99,0.0,0.0,1095062.99,Fraud
230,0,78620.03,760228.73,838848.76,7578094.15,7499474.12,Not Fraud
281,3,7766.12,0.0,0.0,0.0,0.0,Not Fraud
281,0,357148.15,6977672.05,7334820.2,2007519.88,1650371.73,Not Fraud
187,1,435533.19,435533.19,0.0,3714743.6,4150276.79,Fraud
370,3,9762919.55,9762919.55,0.0,150307.58,9913227.13,Fraud
304,4,2872055.74,102063.07,0.0,3282570.11,6154625.85,Not Fraud
18,1,207813.57,24226.0,0.0,54936.0,262749.57,Not Fraud
259,0,8304724.99,8304724.99,0.0,0.0,0.0,Fraud
252,1,148064.62,11153.0,0.0,329696.85,477761.47,Not Fraud
307,1,600.27,64909.0,64308.73,111721.73,112322.0,Not Fraud
331,3,55555.88,412776.03,357220.15,0.0,0.0,Not Fraud
229,0,96877.22,6173058.59,6269935.81,652641.26,555764.04,Not Fraud
382,1,881785.1,881785.1,0.0,6689.49,888474.59,Fraud
593,1,413921.01,413921.01,0.0,328857.28,742778.3,Fraud
45,4,297017.08,91972.0,0.0,0.0,297017.08,Not Fraud
110,1,4206.39,4206.39,0.0,0.0,4206.39,Fraud
214,3,47965.89,0.0,0.0,0.0,0.0,Not Fraud
160,3,3416.72,0.0,0.0,0.0,0.0,Not Fraud
240,3,3666.64,7807.0,4140.36,0.0,0.0,Not Fraud
327,0,163854.01,11000749.47,11164603.48,184259.69,20405.68,Not Fraud
256,0,112545.19,1245682.19,1358227.38,1788817.3,1676272.11,Not Fraud
320,4,489149.8,489149.8,0.0,0.0,489149.8,Fraud
15,1,325164.77,30406.0,0.0,1004776.22,1329940.99,Not Fraud
349,0,1084102.39,1084102.39,0.0,0.0,1084102.39,Fraud
43,1,253771.81,142727.0,0.0,2330755.54,2649755.09,Not Fraud
218,1,248046.02,248046.02,0.0,0.0,0.0,Fraud
288,3,32691.15,195.0,0.0,0.0,0.0,Not Fraud
530,4,170910.69,170910.69,0.0,2741887.04,2912797.73,Fraud
249,1,535115.8,0.0,0.0,1684548.1,2219663.9,Not Fraud
542,3,652441.34,652441.34,0.0,4795.39,657236.72,Fraud
349,1,183034.33,3278.41,0.0,3959598.32,3834481.67,Not Fraud
277,0,11305.2,224150.02,235455.22,574390.77,563085.58,Not Fraud
96,0,439087.18,6066192.93,6505280.11,967714.08,528626.9,Not Fraud
542,1,191828.93,0.0,0.0,4627257.04,4819085.97,Not Fraud
348,1,2922013.95,2922013.95,0.0,0.0,0.0,Fraud
378,3,4443.34,358.0,0.0,0.0,0.0,Not Fraud
285,3,8485.9,51629.0,43143.1,0.0,0.0,Not Fraud
325,0,121123.88,640670.0,761793.88,0.0,0.0,Not Fraud
373,0,1162505.2,1162505.2,0.0,0.0,0.0,Fraud
348,1,5391876.05,5391876.05,0.0,0.0,0.0,Fraud
411,4,9158.02,9158.02,0.0,0.0,9158.02,Fraud
399,3,28033.43,0.0,0.0,0.0,0.0,Not Fraud
139,1,16672.46,0.0,0.0,894133.17,910805.63,Not Fraud
242,4,148645.22,148645.22,0.0,272459.75,421104.97,Fraud
564,1,196838.52,26950.0,0.0,4631116.71,4827955.23,Not Fraud
186,1,274322.92,49966.0,0.0,174409.64,448732.56,Not Fraud
185,0,89022.25,4181224.85,4270247.1,1971297.56,1882275.31,Not Fraud
428,1,96341.17,30343.0,0.0,1608240.14,1704581.31,Not Fraud
145,3,1864236.11,1864236.11,0.0,0.0,0.0,Fraud
92,3,2068061.24,2068061.24,0.0,0.0,2068061.24,Fraud
326,0,171476.86,42923.0,214399.86,0.0,0.0,Not Fraud
299,1,26307.54,412942.0,386634.46,13667.68,39975.22,Not Fraud
95,3,12695.18,32575.0,19879.82,0.0,0.0,Not Fraud
402,0,2283734.16,2283734.16,0.0,6313.55,2290047.71,Fraud
209,1,115173.46,0.0,0.0,481764.95,596938.41,Not Fraud
135,1,87562.41,21815.0,0.0,0.0,87562.41,Not Fraud
359,3,6043.86,54.0,0.0,0.0,0.0,Not Fraud
272,0,9325805.22,9325805.22,0.0,0.0,0.0,Fraud
41,1,265755.26,22327.0,0.0,239206.44,504961.7,Not Fraud
498,1,5466878.39,5466878.39,0.0,0.0,0.0,Fraud
252,1,96131.61,0.0,0.0,3273898.16,3370029.77,Not Fraud
123,1,336858.35,336858.35,0.0,0.0,311833.89,Fraud
313,3,9321357.27,9321357.27,0.0,0.0,0.0,Fraud
253,1,16872.97,0.0,0.0,50925.04,67798.01,Not Fraud
704,1,1821263.52,1821263.52,0.0,1115836.38,2937099.9,Fraud
592,0,104258.57,43334.0,147592.57,174838.59,70580.02,Not Fraud
354,0,56508.99,9986.0,66494.99,3858668.53,3802159.54,Not Fraud
400,3,903.24,0.0,0.0,0.0,0.0,Not Fraud
250,1,253083.14,0.0,0.0,565064.92,818148.05,Not Fraud
301,4,1320816.37,157719.0,0.0,84145.04,1404961.41,Not Fraud
509,1,2080328.9,2080328.9,0.0,3226005.87,5306334.76,Fraud
277,3,18609.5,10130.0,0.0,0.0,0.0,Not Fraud
305,3,433091.92,433091.92,0.0,0.0,0.0,Fraud
317,3,6182148.16,6182148.16,0.0,0.0,0.0,Fraud
373,1,170872.44,0.0,0.0,575582.99,746455.42,Not Fraud
42,0,13908.42,13908.42,0.0,0.0,13908.42,Fraud
619,4,279028.91,0.0,0.0,4146355.92,4425384.83,Not Fraud
191,0,1702627.56,1702627.56,0.0,0.0,0.0,Fraud
280,1,130779.37,0.0,0.0,456684.61,587463.97,Not Fraud
448,1,150171.5,0.0,0.0,665300.77,815472.27,Not Fraud
14,0,82958.7,4415292.35,4498251.04,1104910.84,1095170.85,Not Fraud
213,1,142706.32,0.0,0.0,228891.96,371598.28,Not Fraud
396,1,128299.55,0.0,0.0,5353731.74,5482031.29,Not Fraud
82,3,1462000.57,1462000.57,0.0,0.0,0.0,Fraud
292,1,689287.49,689287.49,0.0,0.0,0.0,Fraud
214,1,134345.23,134345.23,0.0,0.0,0.0,Fraud
551,0,62912.12,62912.12,0.0,44019.33,106931.44,Fraud
351,0,166711.32,14189717.44,14356428.76,470058.67,303347.34,Not Fraud
357,4,230222.2,255370.0,25147.8,0.0,230222.2,Not Fraud
204,3,9169.45,80128.0,70958.55,0.0,0.0,Not Fraud
276,0,1371975.8,1371975.8,0.0,0.0,0.0,Fraud
235,3,2549.17,524389.82,521840.65,0.0,0.0,Not Fraud
67,1,7104590.54,7104590.54,0.0,0.0,0.0,Fraud
114,1,9454875.43,9454875.43,0.0,9022193.05,18477068.47,Fraud
256,3,17561.91,50593.0,33031.09,0.0,0.0,Not Fraud
130,0,266261.87,18432041.66,18698303.53,1861848.62,1595586.75,Not Fraud
206,1,310202.59,310202.59,0.0,0.0,0.0,Fraud
47,3,6276.52,5586.88,0.0,0.0,0.0,Not Fraud
167,3,7964.44,29999.0,22034.56,0.0,0.0,Not Fraud
356,3,10876.82,35300.0,24423.18,0.0,0.0,Not Fraud
252,0,27715.8,27715.8,0.0,0.0,0.0,Fraud
39,3,14650.45,158509.27,143858.82,0.0,0.0,Not Fraud
636,1,49458.37,49458.37,0.0,0.0,0.0,Fraud
426,3,586961.63,586961.63,0.0,1991194.46,2578156.09,Fraud
138,0,1746433.34,1746433.34,0.0,0.0,0.0,Fraud
395,1,266861.2,0.0,0.0,293826.24,560687.44,Not Fraud
171,4,392270.49,392270.49,0.0,124137.17,259515.51,Fraud
275,0,226539.22,10346.0,236885.22,4280043.83,4053504.61,Not Fraud
138,1,1767762.1,1767762.1,0.0,0.0,0.0,Fraud
542,0,742657.96,742657.96,0.0,0.0,742657.96,Fraud
203,1,683692.96,683692.96,0.0,0.0,25821.51,Fraud
497,0,1381229.91,1381229.91,0.0,0.0,0.0,Fraud
208,0,140221.75,146105.74,286327.49,495629.1,355407.35,Not Fraud
542,1,2192687.24,2192687.24,0.0,1439919.0,3632606.24,Fraud
276,3,22158.45,79312.0,57153.55,0.0,0.0,Not Fraud
95,3,6452.04,101.0,0.0,0.0,0.0,Not Fraud
255,1,69129.53,0.0,0.0,300582.75,369712.28,Not Fraud
536,1,5511164.98,5511164.98,0.0,201739.33,5712904.32,Fraud
252,3,542573.87,542573.87,0.0,146320.62,688894.5,Fraud
197,1,375570.57,375570.57,0.0,0.0,0.0,Fraud
137,3,9851707.89,9851707.89,0.0,0.0,0.0,Fraud
386,4,2373819.63,2373819.63,0.0,44545.87,2418365.5,Fraud
490,0,558119.05,558119.05,0.0,0.0,0.0,Fraud
102,3,489444.97,489444.97,0.0,0.0,489444.97,Fraud
337,4,10000000.0,13892821.73,3892821.73,0.0,0.0,Fraud
158,1,207964.96,0.0,0.0,496898.97,704863.94,Not Fraud
40,1,118916.29,20681.0,0.0,281701.16,674442.52,Not Fraud
203,0,240358.3,1974816.8,2215175.1,8311210.98,8070852.69,Not Fraud
290,3,240559.25,240559.25,0.0,0.0,0.0,Fraud
522,0,24746.31,8702255.69,8727001.99,389124.37,364378.06,Not Fraud
44,1,15152.98,159021.0,143868.02,39935.26,55088.24,Not Fraud
343,4,421560.88,421560.88,0.0,12298590.15,12720151.02,Fraud
238,3,134297.73,134297.73,0.0,0.0,134297.73,Fraud
505,3,635549.38,635549.38,0.0,4927529.92,5563079.31,Fraud
307,3,20863.25,42083.0,21219.75,0.0,0.0,Not Fraud
451,3,6575.77,1515.0,0.0,0.0,0.0,Not Fraud
205,1,130268.5,0.0,0.0,159522.74,289791.24,Not Fraud
548,3,753456.76,753456.76,0.0,46904.95,800361.71,Fraud
212,3,12465.99,643554.33,631088.33,0.0,0.0,Not Fraud
370,3,9834.49,11624.0,1789.51,0.0,0.0,Not Fraud
123,4,178575.31,178575.31,0.0,0.0,0.0,Fraud
426,4,146552.25,146552.25,0.0,375399.97,521952.23,Fraud
261,1,56596.57,1002.0,0.0,716921.49,773518.07,Not Fraud
140,0,188900.31,13404.0,202304.31,563794.72,374894.41,Not Fraud
134,0,6419.77,68653.0,75072.77,203220.94,196801.17,Not Fraud
46,1,10387.1,70.0,0.0,114108.91,124496.02,Not Fraud
111,3,296193.0,296193.0,0.0,0.0,296193.0,Fraud
295,0,1927.89,1927.89,0.0,0.0,0.0,Fraud
316,3,366757.19,366757.19,0.0,88191.5,454948.69,Fraud
332,3,605.68,0.0,0.0,0.0,0.0,Not Fraud
351,4,1482924.58,0.0,0.0,11786318.36,13269242.94,Not Fraud
595,0,93110.95,332004.0,425114.95,0.0,0.0,Not Fraud
388,3,173391.65,173391.65,0.0,375553.44,548945.09,Fraud
7,3,11105.84,51700.0,40594.16,0.0,0.0,Not Fraud
347,0,254450.16,2569405.03,2823855.19,2499193.8,2244743.64,Not Fraud
253,1,3571219.53,3571219.53,0.0,0.0,0.0,Fraud
323,3,362822.44,362822.44,0.0,0.0,0.0,Fraud
343,1,1894465.46,1894465.46,0.0,0.0,0.0,Fraud
373,3,118.91,0.0,0.0,0.0,0.0,Not Fraud
693,3,113553.11,113553.11,0.0,336043.02,449596.13,Fraud
248,1,820251.55,820251.55,0.0,0.0,0.0,Fraud
261,3,9423.34,0.0,0.0,0.0,0.0,Not Fraud
194,0,3655645.61,3655645.61,0.0,228980.33,3884625.94,Fraud
142,3,77023.51,77023.51,0.0,77195.12,154218.63,Fraud
9,1,198352.31,598341.0,399988.69,1537622.92,1864836.24,Not Fraud
294,4,2240868.21,2240868.21,0.0,0.0,0.0,Fraud
251,3,5865.3,275484.34,269619.04,0.0,0.0,Not Fraud
251,3,8672.34,0.0,0.0,0.0,0.0,Not Fraud
189,0,128986.34,52489.0,181475.34,103454.77,0.0,Not Fraud
285,4,235552.88,235552.88,0.0,134.57,235687.45,Fraud
17,3,6800.61,78027.0,71226.39,0.0,0.0,Not Fraud
186,0,1631858.5,1631858.5,0.0,0.0,0.0,Fraud
320,1,164024.69,164024.69,0.0,0.0,0.0,Fraud
165,3,12060.69,11305.98,0.0,0.0,0.0,Not Fraud
218,1,338165.82,338165.82,0.0,0.0,0.0,Fraud
139,0,43205.17,15149.0,58354.17,272775.76,229570.59,Not Fraud
412,3,183360.8,183360.8,0.0,0.0,183360.8,Fraud
279,0,7674231.5,7674231.5,0.0,0.0,0.0,Fraud
179,1,112725.4,18719.0,0.0,945.0,0.0,Not Fraud
131,1,152156.64,0.0,0.0,780599.14,932755.78,Not Fraud
304,3,19797.08,150034.0,130236.92,0.0,0.0,Not Fraud
605,1,1760554.69,1760554.69,0.0,0.0,0.0,Fraud
296,0,5590626.63,5590626.63,0.0,951753.15,6542379.76,Fraud
163,1,4451899.52,4451899.52,0.0,0.0,0.0,Fraud
210,1,254135.54,20903.0,0.0,839818.11,1093953.65,Not Fraud
207,1,155208.24,0.0,0.0,351952.49,507160.73,Not Fraud
351,1,433022.6,433022.6,0.0,0.0,0.0,Fraud
97,1,5305753.12,5305753.12,0.0,20243.36,5325996.48,Fraud
164,0,61828.54,6424053.38,6485881.91,565718.99,503890.45,Not Fraud
156,0,1534196.28,1534196.28,0.0,0.0,1534196.28,Fraud
278,1,55365.89,0.0,0.0,5932227.03,5918319.28,Not Fraud
232,1,45157.24,0.0,0.0,5326416.84,5371574.08,Not Fraud
13,4,89847.2,0.0,0.0,364534.27,454381.47,Not Fraud
357,3,1913.85,8453.0,6539.15,0.0,0.0,Not Fraud
525,4,11039.49,11039.49,0.0,0.0,0.0,Fraud
504,1,103053.8,103053.8,0.0,0.0,0.0,Fraud
321,3,8419.25,0.0,0.0,0.0,0.0,Not Fraud
408,3,8686.84,0.0,0.0,0.0,0.0,Not Fraud
184,0,269595.45,11084.0,280679.45,0.0,0.0,Not Fraud
349,0,263347.9,7782069.86,8045417.76,1411821.01,767986.59,Not Fraud
386,1,195462.0,195462.0,0.0,200197.35,395659.35,Fraud
599,0,873887.39,873887.39,0.0,1627158.52,2501045.92,Fraud
33,4,672482.75,0.0,0.0,1652082.75,2324565.51,Not Fraud
9,1,56318.83,0.0,0.0,62816.0,637413.11,Not Fraud
348,4,2364227.58,391.0,0.0,46878.27,2411105.86,Not Fraud
204,0,88431.9,19193661.14,19282093.04,442460.64,354028.74,Not Fraud
384,1,39870.92,39870.92,0.0,0.0,39870.92,Fraud
608,4,75066.14,75066.14,0.0,0.0,0.0,Fraud
81,3,295715.84,295715.84,0.0,0.0,0.0,Fraud
78,1,5977454.17,5977454.17,0.0,0.0,0.0,Fraud
200,3,2076130.0,2076130.0,0.0,0.0,0.0,Fraud
293,3,456921.86,456921.86,0.0,0.0,456921.86,Fraud
555,3,112957.16,112957.16,0.0,0.0,0.0,Fraud
597,0,27168.07,27168.07,0.0,128682.24,155850.31,Fraud
48,1,296340.11,296340.11,0.0,0.0,0.0,Fraud
34,1,36111.94,924.0,0.0,1693742.53,1729854.48,Not Fraud
189,0,240244.64,299337.29,539581.93,1076121.84,835877.2,Not Fraud
381,1,7642801.58,7642801.58,0.0,312595.76,7955397.33,Fraud
533,1,161871.78,161871.78,0.0,0.0,0.0,Fraud
461,3,535098.56,535098.56,0.0,4021.44,539120.0,Fraud
334,3,3539.66,183028.93,179489.27,0.0,0.0,Not Fraud
8,3,13893.48,0.0,0.0,0.0,0.0,Not Fraud
306,3,13504.77,3522.0,0.0,0.0,0.0,Not Fraud
490,0,221270.98,221270.98,0.0,0.0,0.0,Fraud
162,1,66610.62,0.0,0.0,2817713.02,2884323.64,Not Fraud
402,4,4183650.94,4183650.94,0.0,0.0,0.0,Fraud
374,1,61029.46,95563.0,34533.54,1982136.34,2043165.8,Not Fraud
684,3,537051.88,537051.88,0.0,0.0,0.0,Fraud
188,0,138563.32,72771.0,211334.32,161482.26,22918.94,Not Fraud
35,3,13884.41,10346.0,0.0,0.0,0.0,Not Fraud
430,0,36270.34,36270.34,0.0,0.0,0.0,Fraud
206,4,7504.98,0.0,0.0,6325174.47,6332679.45,Not Fraud
201,4,401266.14,0.0,0.0,786599.96,1187866.1,Not Fraud
198,3,992166.8,992166.8,0.0,549002.54,1541169.34,Fraud
66,0,582255.2,582255.2,0.0,0.0,0.0,Fraud
47,3,239739.88,239739.88,0.0,0.0,0.0,Fraud
238,1,328781.23,328781.23,0.0,107983.96,436765.19,Fraud
478,3,1147846.74,1147846.74,0.0,4251686.5,5399533.24,Fraud
512,0,541750.0,541750.0,0.0,515881.99,1057631.99,Fraud
225,1,83057.6,0.0,0.0,166412.56,249470.16,Not Fraud
567,4,76609.17,5026.0,0.0,349698.73,426307.9,Not Fraud
323,1,102079.74,0.0,0.0,12038845.62,12140925.36,Not Fraud
327,3,5620.48,0.0,0.0,0.0,0.0,Not Fraud
19,1,441620.37,0.0,0.0,0.0,441620.37,Fraud
617,3,159945.5,159945.5,0.0,0.0,0.0,Fraud
98,1,4563767.62,4563767.62,0.0,392960.03,4956727.66,Fraud
288,3,23521.2,0.0,0.0,0.0,0.0,Not Fraud
39,1,585874.81,585874.81,0.0,0.0,0.0,Fraud
46,1,198152.62,9991.51,0.0,1686135.45,1884288.06,Not Fraud
35,1,212178.97,86639.0,0.0,36341494.1,36553673.07,Not Fraud
705,0,1829235.62,1829235.62,0.0,1099266.17,2928501.78,Fraud
363,0,4255100.25,4255100.25,0.0,1263942.49,5519042.74,Fraud
211,3,163575.2,163575.2,0.0,0.0,0.0,Fraud
9,3,7662.35,92315.0,84652.65,0.0,0.0,Not Fraud
394,3,228.14,0.0,0.0,0.0,0.0,Not Fraud
357,1,20903.42,0.0,0.0,76246.61,97150.03,Not Fraud
156,1,912915.83,912915.83,0.0,13398303.02,14311218.85,Fraud
282,3,4670.45,114282.59,109612.15,0.0,0.0,Not Fraud
139,1,171240.04,21380.0,0.0,511471.29,682711.33,Not Fraud
507,4,100735.12,100735.12,0.0,0.0,0.0,Fraud
522,0,106177.02,5449.0,111626.02,0.0,0.0,Not Fraud
141,1,3505992.33,3505992.33,0.0,0.0,0.0,Fraud
596,3,89826.88,89826.88,0.0,0.0,0.0,Fraud
379,3,2875780.08,2875780.08,0.0,109896.68,2985676.76,Fraud
666,0,1021119.2,1021119.2,0.0,74316.62,1095435.82,Fraud
527,4,298195.72,298195.72,0.0,0.0,0.0,Fraud
180,1,111759.59,0.0,0.0,3098970.63,3210730.22,Not Fraud
40,1,354414.5,141.0,0.0,781593.83,0.0,Not Fraud
26,1,161447.27,161447.27,0.0,630684.54,851627.48,Fraud
212,3,19602.02,0.0,0.0,0.0,0.0,Not Fraud
286,4,9334.55,9334.55,0.0,35048.44,44382.99,Fraud
198,1,355651.12,355651.12,0.0,0.0,0.0,Fraud
226,3,21239.66,0.0,0.0,0.0,0.0,Not Fraud
400,3,79389.93,79389.93,0.0,0.0,0.0,Fraud
284,3,4807.74,10752.0,5944.26,0.0,0.0,Not Fraud
598,1,256485.81,256485.81,0.0,0.0,0.0,Fraud
306,1,24004.59,10203.0,0.0,142807.62,166812.21,Not Fraud
253,3,235632.21,235632.21,0.0,247.91,235880.12,Fraud
327,0,466357.39,1331118.53,1797475.92,494135.55,27778.17,Not Fraud
186,4,274494.27,0.0,0.0,3996374.72,4270868.98,Not Fraud
180,1,591725.38,591725.38,0.0,0.0,0.0,Fraud
187,1,108543.76,9264.0,0.0,611324.07,719867.83,Not Fraud
123,4,2626906.16,2626906.16,0.0,0.0,0.0,Fraud
661,1,51504.63,9788.0,0.0,0.0,51504.63,Not Fraud
314,3,12733.69,12733.69,0.0,38679.4,51413.09,Fraud
516,3,129887.93,129887.93,0.0,729714.76,859602.68,Fraud
331,1,142567.31,10231.0,0.0,59309.31,201876.62,Not Fraud
511,3,799515.64,799515.64,0.0,0.0,0.0,Fraud
202,1,283991.74,283991.74,0.0,164345.07,448336.8,Fraud
321,3,376279.06,376279.06,0.0,0.0,376279.06,Fraud
627,3,10000000.0,13062246.32,3062246.32,0.0,0.0,Fraud
444,3,222855.55,222855.55,0.0,199117.11,421972.65,Fraud
95,3,473355.85,473355.85,0.0,0.0,0.0,Fraud
644,0,186826.97,186826.97,0.0,0.0,0.0,Fraud
740,1,10000000.0,10000000.0,0.0,0.0,10000000.0,Fraud
479,3,1972510.71,1972510.71,0.0,10864032.84,12836543.55,Fraud
412,0,1435769.92,1435769.92,0.0,0.0,0.0,Fraud
365,1,769612.79,769612.79,0.0,0.0,0.0,Fraud
640,0,1698.11,1698.11,0.0,0.0,1698.11,Fraud
564,3,2232375.87,2232375.87,0.0,0.0,0.0,Fraud
182,3,6174.02,49712.0,43537.98,0.0,0.0,Not Fraud
323,3,21259.93,516529.37,495269.44,0.0,0.0,Not Fraud
400,1,505600.38,19215.0,0.0,0.0,505600.38,Not Fraud
194,3,10000000.0,10000000.0,0.0,0.0,10000000.0,Fraud
227,0,86316.67,11209279.02,11295595.69,980662.93,894346.26,Not Fraud
235,1,151735.69,0.0,0.0,1725909.28,1620181.87,Not Fraud
284,0,2830389.62,2830389.62,0.0,1709636.75,4540026.36,Fraud
134,1,233664.59,0.0,0.0,367203.0,897540.68,Not Fraud
112,3,127511.27,127511.27,0.0,646522.92,774034.2,Fraud
365,1,5649582.56,5649582.56,0.0,0.0,5649582.56,Fraud
136,3,3735796.61,3735796.61,0.0,0.0,0.0,Fraud
290,3,1082400.22,1082400.22,0.0,0.0,0.0,Fraud
469,3,22244.78,32069.0,9824.22,0.0,0.0,Not Fraud
409,3,786087.38,786087.38,0.0,0.0,786087.38,Fraud
518,0,1779502.45,1779502.45,0.0,0.0,0.0,Fraud
15,3,2079.53,0.0,0.0,0.0,0.0,Not Fraud
378,0,26938.74,2842699.85,2869638.59,1900833.24,1873894.5,Not Fraud
42,1,90487.83,0.0,0.0,338473.93,201157.73,Not Fraud
628,3,58023.16,58023.16,0.0,0.0,58023.16,Fraud
176,1,2694261.15,2694261.15,0.0,0.0,0.0,Fraud
131,0,5072.08,20274.0,25346.08,128437.97,123365.89,Not Fraud
160,3,1224.23,157246.0,156021.77,0.0,0.0,Not Fraud
203,0,169937.79,10269503.25,10439441.03,236007.59,66069.8,Not Fraud
259,0,3065.37,12149648.68,12152714.05,941659.37,938594.0,Not Fraud
397,0,133015.01,133015.01,0.0,0.0,0.0,Fraud
557,1,906760.26,906760.26,0.0,0.0,0.0,Fraud
145,3,37686.21,37686.21,0.0,62967.17,100653.38,Fraud
455,1,964399.29,964399.29,0.0,0.0,0.0,Fraud
314,4,164211.52,164211.52,0.0,2337774.4,2501985.92,Fraud
613,0,1703620.98,1703620.98,0.0,7726968.21,9430589.19,Fraud
351,3,23003.67,23003.67,0.0,0.0,23003.67,Fraud
331,0,24257.96,24284.0,48541.96,248822.94,224564.98,Not Fraud
347,1,163900.83,29238.0,0.0,361222.36,525123.19,Not Fraud
685,0,3216417.05,3216417.05,3216417.05,0.0,0.0,Fraud
298,3,2782.96,33811.23,31028.28,0.0,0.0,Not Fraud
188,1,21561.39,0.0,0.0,448407.41,469968.8,Not Fraud
294,3,2191578.96,2191578.96,0.0,0.0,0.0,Fraud
206,0,558557.47,2772739.52,3331297.0,21803188.6,21244631.12,Not Fraud
559,1,111487.95,111487.95,0.0,0.0,0.0,Fraud
675,0,17482.21,17482.21,0.0,8884447.34,8901929.54,Fraud
487,3,2427529.14,2427529.14,0.0,0.0,0.0,Fraud
140,0,132871.96,16153055.89,16285927.85,7658268.93,7525396.97,Not Fraud
162,1,109775.36,0.0,0.0,1293812.31,1403587.67,Not Fraud
21,0,214925.64,119098.0,334023.64,22267.0,0.0,Not Fraud
162,1,51810.57,19980.0,0.0,1060444.23,1112254.79,Not Fraud
262,0,590642.35,590642.35,0.0,0.0,0.0,Fraud
166,3,4903.9,0.0,0.0,0.0,0.0,Not Fraud
677,1,417232.06,417232.06,0.0,0.0,0.0,Fraud
212,3,4166.26,26031.0,21864.74,0.0,0.0,Not Fraud
275,0,257402.61,88838.0,346240.61,0.0,0.0,Not Fraud
38,1,158831.6,0.0,0.0,691069.75,849901.35,Not Fraud
168,3,6155.21,99578.0,93422.79,0.0,0.0,Not Fraud
299,3,9281.69,258022.0,248740.31,0.0,0.0,Not Fraud
